time,shortwave_radiation_instant (W/m²)
2024-03-18T10:30,507.0
2024-03-18T10:45,543.9
2024-03-18T11:00,586.0
2024-03-18T11:15,615.7
2024-03-18T11:30,654.6
2024-03-18T11:45,684.3
2024-03-18T12:00,707.8
2024-03-18T12:15,727.3
2024-03-18T12:30,746.7
2024-03-18T12:45,766.2
2024-03-18T13:00,774.5
2024-03-18T13:15,782.8
2024-03-18T13:30,781.1
2024-03-18T13:45,779.4
2024-03-18T14:00,777.8
2024-03-18T14:15,756.1
2024-03-18T14:30,754.4
2024-03-18T14:45,742.8
2024-03-18T15:00,721.3
2024-03-18T15:15,699.7
2024-03-18T15:30,668.4
2024-03-18T15:45,643.9
2024-03-18T16:00,611.6
2024-03-18T16:15,576.4
2024-03-18T16:30,537.4
2024-03-18T16:45,496.4
2024-03-18T17:00,453.6
2024-03-18T17:15,359.2
2024-03-18T17:30,358.6
2024-03-18T17:45,312.2
2024-03-18T18:00,263.2
2024-03-18T18:15,213.5
2024-03-18T18:30,165.0
2024-03-18T18:45,118.0
2024-03-18T19:00,74.4
2024-03-18T19:15,34.0
2024-03-18T19:30,4.5
2024-03-18T19:45,0.0
2024-03-18T20:00,0.0
2024-03-18T20:15,0.0
2024-03-18T20:30,0.0
2024-03-18T20:45,0.0
2024-03-18T21:00,0.0
2024-03-18T21:15,0.0
2024-03-18T21:30,0.0
2024-03-18T21:45,0.0
2024-03-18T22:00,0.0
2024-03-18T22:15,0.0
2024-03-18T22:30,0.0
2024-03-18T22:45,0.0
2024-03-18T23:00,0.0
2024-03-18T23:15,0.0
2024-03-18T23:30,0.0
2024-03-18T23:45,0.0
2024-03-19T00:00,0.0
2024-03-19T00:15,0.0
2024-03-19T00:30,0.0
2024-03-19T00:45,0.0
2024-03-19T01:00,0.0
2024-03-19T01:15,0.0
2024-03-19T01:30,0.0
2024-03-19T01:45,0.0
2024-03-19T02:00,0.0
2024-03-19T02:15,0.0
2024-03-19T02:30,0.0
2024-03-19T02:45,0.0
2024-03-19T03:00,0.0
2024-03-19T03:15,0.0
2024-03-19T03:30,0.0
2024-03-19T03:45,0.0
2024-03-19T04:00,0.0
2024-03-19T04:15,0.0
2024-03-19T04:30,0.0
2024-03-19T04:45,0.0
2024-03-19T05:00,0.0
2024-03-19T05:15,0.0
2024-03-19T05:30,0.0
2024-03-19T05:45,0.0
2024-03-19T06:00,0.0
2024-03-19T06:15,0.0
2024-03-19T06:30,0.0
2024-03-19T06:45,0.0
2024-03-19T07:00,0.0
2024-03-19T07:15,0.0
2024-03-19T07:30,0.0
2024-03-19T07:45,0.0
2024-03-19T08:00,34.7
2024-03-19T08:15,75.3
2024-03-19T08:30,121.6
2024-03-19T08:45,169.9
2024-03-19T09:00,219.8
2024-03-19T09:15,269.2
2024-03-19T09:30,318.3
2024-03-19T09:45,366.2
2024-03-19T10:00,413.8
2024-03-19T10:15,458.3
2024-03-19T10:30,500.5
2024-03-19T10:45,538.6
2024-03-19T11:00,577.6
2024-03-19T11:15,604.3
2024-03-19T11:30,643.2
2024-03-19T11:45,670.9
2024-03-19T12:00,695.5
2024-03-19T12:15,717.0
2024-03-19T12:30,737.6
2024-03-19T12:45,745.9
2024-03-19T13:00,754.3
2024-03-19T13:15,762.7
2024-03-19T13:30,771.1
2024-03-19T13:45,769.4
2024-03-19T14:00,767.8
2024-03-19T14:15,756.1
2024-03-19T14:30,744.5
2024-03-19T14:45,732.9
2024-03-19T15:00,711.4
2024-03-19T15:15,680.1
2024-03-19T15:30,658.6
2024-03-19T15:45,632.2
2024-03-19T16:00,600.0
2024-03-19T16:15,565.8
2024-03-19T16:30,523.9
2024-03-19T16:45,485.9
2024-03-19T17:00,437.4
2024-03-19T17:15,380.4
2024-03-19T17:30,342.7
2024-03-19T17:45,292.7
2024-03-19T18:00,239.3
2024-03-19T18:15,203.7
2024-03-19T18:30,151.0
2024-03-19T18:45,109.7
2024-03-19T19:00,71.6
2024-03-19T19:15,31.8
2024-03-19T19:30,6.0
2024-03-19T19:45,0.0
2024-03-19T20:00,0.0
2024-03-19T20:15,0.0
2024-03-19T20:30,0.0
2024-03-19T20:45,0.0
2024-03-19T21:00,0.0
2024-03-19T21:15,0.0
2024-03-19T21:30,0.0
2024-03-19T21:45,0.0
2024-03-19T22:00,0.0
2024-03-19T22:15,0.0
2024-03-19T22:30,0.0
2024-03-19T22:45,0.0
2024-03-19T23:00,0.0
2024-03-19T23:15,0.0
2024-03-19T23:30,0.0
2024-03-19T23:45,0.0
2024-03-20T00:00,0.0
2024-03-20T00:15,0.0
2024-03-20T00:30,0.0
2024-03-20T00:45,0.0
2024-03-20T01:00,0.0
2024-03-20T01:15,0.0
2024-03-20T01:30,0.0
2024-03-20T01:45,0.0
2024-03-20T02:00,0.0
2024-03-20T02:15,0.0
2024-03-20T02:30,0.0
2024-03-20T02:45,0.0
2024-03-20T03:00,0.0
2024-03-20T03:15,0.0
2024-03-20T03:30,0.0
2024-03-20T03:45,0.0
2024-03-20T04:00,0.0
2024-03-20T04:15,0.0
2024-03-20T04:30,0.0
2024-03-20T04:45,0.0
2024-03-20T05:00,0.0
2024-03-20T05:15,0.0
2024-03-20T05:30,0.0
2024-03-20T05:45,0.0
2024-03-20T06:00,0.0
2024-03-20T06:15,0.0
2024-03-20T06:30,0.0
2024-03-20T06:45,0.0
2024-03-20T07:00,0.0
2024-03-20T07:15,0.0
2024-03-20T07:30,0.0
2024-03-20T07:45,0.0
2024-03-20T08:00,39.3
2024-03-20T08:15,73.3
2024-03-20T08:30,125.5
2024-03-20T08:45,177.2
2024-03-20T09:00,220.4
2024-03-20T09:15,236.5
2024-03-20T09:30,322.2
2024-03-20T09:45,373.2
2024-03-20T10:00,418.8
2024-03-20T10:15,450.7
2024-03-20T10:30,515.8
2024-03-20T10:45,559.0
2024-03-20T11:00,594.9
2024-03-20T11:15,621.5
2024-03-20T11:30,658.4
2024-03-20T11:45,695.2
2024-03-20T12:00,721.8
2024-03-20T12:15,733.1
2024-03-20T12:30,760.7
2024-03-20T12:45,778.1
2024-03-20T13:00,784.4
2024-03-20T13:15,792.8
2024-03-20T13:30,801.1
2024-03-20T13:45,799.4
2024-03-20T14:00,797.7
2024-03-20T14:15,776.0
2024-03-20T14:30,774.3
2024-03-20T14:45,752.7
2024-03-20T15:00,731.2
2024-03-20T15:15,709.7
2024-03-20T15:30,688.1
2024-03-20T15:45,655.8
2024-03-20T16:00,622.5
2024-03-20T16:15,586.3
2024-03-20T16:30,547.3
2024-03-20T16:45,505.4
2024-03-20T17:00,462.5
2024-03-20T17:15,265.8
2024-03-20T17:30,357.1
2024-03-20T17:45,308.9
2024-03-20T18:00,259.0
2024-03-20T18:15,136.9
2024-03-20T18:30,145.0
2024-03-20T18:45,79.5
2024-03-20T19:00,51.3
2024-03-20T19:15,0.7
2024-03-20T19:30,6.5
2024-03-20T19:45,0.0
2024-03-20T20:00,0.0
2024-03-20T20:15,0.0
2024-03-20T20:30,0.0
2024-03-20T20:45,0.0
2024-03-20T21:00,0.0
2024-03-20T21:15,0.0
2024-03-20T21:30,0.0
2024-03-20T21:45,0.0
2024-03-20T22:00,0.0
2024-03-20T22:15,0.0
2024-03-20T22:30,0.0
2024-03-20T22:45,0.0
2024-03-20T23:00,0.0
2024-03-20T23:15,0.0
2024-03-20T23:30,0.0
2024-03-20T23:45,0.0
2024-03-21T00:00,0.0
2024-03-21T00:15,0.0
2024-03-21T00:30,0.0
2024-03-21T00:45,0.0
2024-03-21T01:00,0.0
2024-03-21T01:15,0.0
2024-03-21T01:30,0.0
2024-03-21T01:45,0.0
2024-03-21T02:00,0.0
2024-03-21T02:15,0.0
2024-03-21T02:30,0.0
2024-03-21T02:45,0.0
2024-03-21T03:00,0.0
2024-03-21T03:15,0.0
2024-03-21T03:30,0.0
2024-03-21T03:45,0.0
2024-03-21T04:00,0.0
2024-03-21T04:15,0.0
2024-03-21T04:30,0.0
2024-03-21T04:45,0.0
2024-03-21T05:00,0.0
2024-03-21T05:15,0.0
2024-03-21T05:30,0.0
2024-03-21T05:45,0.0
2024-03-21T06:00,0.0
2024-03-21T06:15,0.0
2024-03-21T06:30,0.0
2024-03-21T06:45,0.0
2024-03-21T07:00,0.0
2024-03-21T07:15,0.0
2024-03-21T07:30,0.0
2024-03-21T07:45,0.0
2024-03-21T08:00,20.5
2024-03-21T08:15,7.3
2024-03-21T08:30,111.2
2024-03-21T08:45,163.3
2024-03-21T09:00,125.2
2024-03-21T09:15,73.0
2024-03-21T09:30,260.3
2024-03-21T09:45,149.6
2024-03-21T10:00,175.8
2024-03-21T10:15,272.6
2024-03-21T10:30,293.0
2024-03-21T10:45,284.6
2024-03-21T11:00,289.7
2024-03-21T11:15,521.1
2024-03-21T11:30,316.4
2024-03-21T11:45,265.6
2024-03-21T12:00,254.8
2024-03-21T12:15,130.6
2024-03-21T12:30,308.1
2024-03-21T12:45,352.7
2024-03-21T13:00,211.2
2024-03-21T13:15,120.4
2024-03-21T13:30,510.7
2024-03-21T13:45,669.4
2024-03-21T14:00,548.4
2024-03-21T14:15,179.1
2024-03-21T14:30,416.9
2024-03-21T14:45,297.1
2024-03-21T15:00,247.0
2024-03-21T15:15,19.7
2024-03-21T15:30,68.8
2024-03-21T15:45,98.0
2024-03-21T16:00,144.7
2024-03-21T16:15,118.8
2024-03-21T16:30,320.3
2024-03-21T16:45,370.2
2024-03-21T17:00,315.5
2024-03-21T17:15,317.6
2024-03-21T17:30,355.4
2024-03-21T17:45,266.7
2024-03-21T18:00,182.8
2024-03-21T18:15,30.4
2024-03-21T18:30,124.5
2024-03-21T18:45,93.7
2024-03-21T19:00,49.1
2024-03-21T19:15,11.9
2024-03-21T19:30,9.1
2024-03-21T19:45,0.0
2024-03-21T20:00,0.0
2024-03-21T20:15,0.0
2024-03-21T20:30,0.0
2024-03-21T20:45,0.0
2024-03-21T21:00,0.0
2024-03-21T21:15,0.0
2024-03-21T21:30,0.0
2024-03-21T21:45,0.0
2024-03-21T22:00,0.0
2024-03-21T22:15,0.0
2024-03-21T22:30,0.0
2024-03-21T22:45,0.0
2024-03-21T23:00,0.0
2024-03-21T23:15,0.0
2024-03-21T23:30,0.0
2024-03-21T23:45,0.0
2024-03-22T00:00,0.0
2024-03-22T00:15,0.0
2024-03-22T00:30,0.0
2024-03-22T00:45,0.0
2024-03-22T01:00,0.0
2024-03-22T01:15,0.0
2024-03-22T01:30,0.0
2024-03-22T01:45,0.0
2024-03-22T02:00,0.0
2024-03-22T02:15,0.0
2024-03-22T02:30,0.0
2024-03-22T02:45,0.0
2024-03-22T03:00,0.0
2024-03-22T03:15,0.0
2024-03-22T03:30,0.0
2024-03-22T03:45,0.0
2024-03-22T04:00,0.0
2024-03-22T04:15,0.0
2024-03-22T04:30,0.0
2024-03-22T04:45,0.0
2024-03-22T05:00,0.0
2024-03-22T05:15,0.0
2024-03-22T05:30,0.0
2024-03-22T05:45,0.0
2024-03-22T06:00,0.0
2024-03-22T06:15,0.0
2024-03-22T06:30,0.0
2024-03-22T06:45,0.0
2024-03-22T07:00,0.0
2024-03-22T07:15,0.0
2024-03-22T07:30,0.0
2024-03-22T07:45,0.0
2024-03-22T08:00,24.0
2024-03-22T08:15,28.8
2024-03-22T08:30,62.7
2024-03-22T08:45,86.4
2024-03-22T09:00,133.7
2024-03-22T09:15,70.8
2024-03-22T09:30,217.5
2024-03-22T09:45,260.0
2024-03-22T10:00,354.5
2024-03-22T10:15,404.5
2024-03-22T10:30,466.7
2024-03-22T10:45,497.8
2024-03-22T11:00,532.9
2024-03-22T11:15,388.9
2024-03-22T11:30,611.2
2024-03-22T11:45,637.0
2024-03-22T12:00,432.3
2024-03-22T12:15,488.0
2024-03-22T12:30,737.3
2024-03-22T12:45,685.2
2024-03-22T13:00,744.1
2024-03-22T13:15,361.2
2024-03-22T13:30,750.9
2024-03-22T13:45,619.5
2024-03-22T14:00,777.7
2024-03-22T14:15,268.6
2024-03-22T14:30,744.5
2024-03-22T14:45,742.9
2024-03-22T15:00,721.4
2024-03-22T15:15,463.3
2024-03-22T15:30,688.2
2024-03-22T15:45,656.9
2024-03-22T16:00,469.2
2024-03-22T16:15,219.2
2024-03-22T16:30,478.6
2024-03-22T16:45,485.3
2024-03-22T17:00,450.3
2024-03-22T17:15,349.3
2024-03-22T17:30,376.4
2024-03-22T17:45,324.4
2024-03-22T18:00,275.4
2024-03-22T18:15,206.3
2024-03-22T18:30,183.5
2024-03-22T18:45,135.3
2024-03-22T19:00,88.7
2024-03-22T19:15,46.1
2024-03-22T19:30,13.0
2024-03-22T19:45,0.0
2024-03-22T20:00,0.0
2024-03-22T20:15,0.0
2024-03-22T20:30,0.0
2024-03-22T20:45,0.0
2024-03-22T21:00,0.0
2024-03-22T21:15,0.0
2024-03-22T21:30,0.0
2024-03-22T21:45,0.0
2024-03-22T22:00,0.0
2024-03-22T22:15,0.0
2024-03-22T22:30,0.0
2024-03-22T22:45,0.0
2024-03-22T23:00,0.0
2024-03-22T23:15,0.0
2024-03-22T23:30,0.0
2024-03-22T23:45,0.0
2024-03-23T00:00,0.0
2024-03-23T00:15,0.0
2024-03-23T00:30,0.0
2024-03-23T00:45,0.0
2024-03-23T01:00,0.0
2024-03-23T01:15,0.0
2024-03-23T01:30,0.0
2024-03-23T01:45,0.0
2024-03-23T02:00,0.0
2024-03-23T02:15,0.0
2024-03-23T02:30,0.0
2024-03-23T02:45,0.0
2024-03-23T03:00,0.0
2024-03-23T03:15,0.0
2024-03-23T03:30,0.0
2024-03-23T03:45,0.0
2024-03-23T04:00,0.0
2024-03-23T04:15,0.0
2024-03-23T04:30,0.0
2024-03-23T04:45,0.0
2024-03-23T05:00,0.0
2024-03-23T05:15,0.0
2024-03-23T05:30,0.0
2024-03-23T05:45,0.0
2024-03-23T06:00,0.0
2024-03-23T06:15,0.0
2024-03-23T06:30,0.0
2024-03-23T06:45,0.0
2024-03-23T07:00,0.0
2024-03-23T07:15,0.0
2024-03-23T07:30,0.0
2024-03-23T07:45,0.0
2024-03-23T08:00,51.0
2024-03-23T08:15,60.7
2024-03-23T08:30,137.4
2024-03-23T08:45,183.4
2024-03-23T09:00,195.3
2024-03-23T09:15,96.4
2024-03-23T09:30,261.9
2024-03-23T09:45,269.3
2024-03-23T10:00,286.3
2024-03-23T10:15,95.6
2024-03-23T10:30,497.6
2024-03-23T10:45,472.9
2024-03-23T11:00,461.9
2024-03-23T11:15,65.5
2024-03-23T11:30,538.6
2024-03-23T11:45,572.7
2024-03-23T12:00,626.1
2024-03-23T12:15,49.6
2024-03-23T12:30,617.0
2024-03-23T12:45,524.0
2024-03-23T13:00,573.1
2024-03-23T13:15,40.1
2024-03-23T13:30,600.7
2024-03-23T13:45,539.5
2024-03-23T14:00,508.5
2024-03-23T14:15,49.7
2024-03-23T14:30,575.8
2024-03-23T14:45,465.5
2024-03-23T15:00,454.6
2024-03-23T15:15,88.7
2024-03-23T15:30,590.0
2024-03-23T15:45,509.9
2024-03-23T16:00,302.1
2024-03-23T16:15,30.2
2024-03-23T16:30,249.5
2024-03-23T16:45,225.3
2024-03-23T17:00,151.1
2024-03-23T17:15,23.0
2024-03-23T17:30,175.9
2024-03-23T17:45,144.4
2024-03-23T18:00,46.7
2024-03-23T18:15,6.5
2024-03-23T18:30,58.8
2024-03-23T18:45,55.5
2024-03-23T19:00,56.4
2024-03-23T19:15,2.3
2024-03-23T19:30,10.6
2024-03-23T19:45,0.0
2024-03-23T20:00,0.0
2024-03-23T20:15,0.0
2024-03-23T20:30,0.0
2024-03-23T20:45,0.0
2024-03-23T21:00,0.0
2024-03-23T21:15,0.0
2024-03-23T21:30,0.0
2024-03-23T21:45,0.0
2024-03-23T22:00,0.0
2024-03-23T22:15,0.0
2024-03-23T22:30,0.0
2024-03-23T22:45,0.0
2024-03-23T23:00,0.0
2024-03-23T23:15,0.0
2024-03-23T23:30,0.0
2024-03-23T23:45,0.0
2024-03-24T00:00,0.0
2024-03-24T00:15,0.0
2024-03-24T00:30,0.0
2024-03-24T00:45,0.0
2024-03-24T01:00,0.0
2024-03-24T01:15,0.0
2024-03-24T01:30,0.0
2024-03-24T01:45,0.0
2024-03-24T02:00,0.0
2024-03-24T02:15,0.0
2024-03-24T02:30,0.0
2024-03-24T02:45,0.0
2024-03-24T03:00,0.0
2024-03-24T03:15,0.0
2024-03-24T03:30,0.0
2024-03-24T03:45,0.0
2024-03-24T04:00,0.0
2024-03-24T04:15,0.0
2024-03-24T04:30,0.0
2024-03-24T04:45,0.0
2024-03-24T05:00,0.0
2024-03-24T05:15,0.0
2024-03-24T05:30,0.0
2024-03-24T05:45,0.0
2024-03-24T06:00,0.0
2024-03-24T06:15,0.0
2024-03-24T06:30,0.0
2024-03-24T06:45,0.0
2024-03-24T07:00,0.0
2024-03-24T07:15,0.0
2024-03-24T07:30,0.0
2024-03-24T07:45,3.4
2024-03-24T08:00,21.9
2024-03-24T08:15,1.2
2024-03-24T08:30,61.1
2024-03-24T08:45,103.6
2024-03-24T09:00,112.6
2024-03-24T09:15,6.4
2024-03-24T09:30,72.0
2024-03-24T09:45,88.3
2024-03-24T10:00,120.1
2024-03-24T10:15,2.1
2024-03-24T10:30,234.7
2024-03-24T10:45,135.9
2024-03-24T11:00,113.9
2024-03-24T11:15,5.1
2024-03-24T11:30,124.4
2024-03-24T11:45,183.1
2024-03-24T12:00,129.9
2024-03-24T12:15,10.1
2024-03-24T12:30,131.3
2024-03-24T12:45,100.8
2024-03-24T13:00,90.5
2024-03-24T13:15,0.0
2024-03-24T13:30,120.1
2024-03-24T13:45,79.9
2024-03-24T14:00,59.8
2024-03-24T14:15,0.0
2024-03-24T14:30,129.1
2024-03-24T14:45,138.7
2024-03-24T15:00,108.7
2024-03-24T15:15,9.9
2024-03-24T15:30,108.2
2024-03-24T15:45,78.5
2024-03-24T16:00,58.7
2024-03-24T16:15,0.0
